employee_id,year,tenure_years,EES_overall,JSS_overall,LIS_overall,num_surveys_year,department,role,EES_overall_norm,JSS_overall_norm,LIS_overall_norm,EES_prev,delta_EES,JSS_prev,delta_JSS,LIS_prev,delta_LIS,attrition_next_year,predicted_attrition_risk
695c39e7ce90b13220851e54,2025,4,3.122403347289007,2.023718885622012,1.581062843654524,3,Administration,Manager,0.6244806694578015,0.4047437771244023,0.3162125687309048,3.107622132169745,0.0147812151192621,3.521196608789409,-1.497477723167397,2.6358309175101886,-1.0547680738556646,0,0.38
695c39e7ce90b13220851e55,2025,4,3.356399858057759,3.57434034657959,3.335548546514519,3,Human Resources,Assistant Manager,0.6712799716115518,0.7148680693159181,0.6671097093029038,2.565581347069755,0.7908185109880042,1.9378855931605004,1.63645475341909,1.2685620885179385,2.0669864579965807,0,0.05333333333333334
695c39e7ce90b13220851e56,2025,4,3.408895409484584,3.130227318806948,4.247178253681283,3,Administration,General Manager,0.6817790818969168,0.6260454637613896,0.8494356507362566,2.7575628665280703,0.651332542956514,2.526297713658704,0.6039296051482439,3.1845980892131527,1.0625801644681303,0,0.15
695c39e7ce90b13220851e59,2025,4,2.6895333188190955,2.1456303803031647,3.001299573512365,3,Human Resources,Team Lead,0.5379066637638191,0.4291260760606329,0.600259914702473,3.27616643545428,-0.5866331166351846,4.477032251076418,-2.331401870773253,3.996196668879356,-0.9948970953669908,0,0.2833333333333333
695c39e7ce90b13220851e5b,2025,4,3.709729904034332,3.534758404511118,2.298766501188661,3,Administration,Associate,0.7419459808068665,0.7069516809022236,0.4597533002377322,2.9063048522973185,0.8034250517370136,2.8833206742125177,0.6514377302986003,2.492428455500789,-0.193661954312128,0,0.13333333333333333
695c39e7ce90b13220851e5c,2025,4,1.366776299217755,2.8476918967392644,1.3558957049499474,3,Administration,General Manager,0.273355259843551,0.5695383793478529,0.2711791409899894,2.946966675164374,-1.580190375946619,3.898758095669893,-1.051066198930628,2.5445037216146336,-1.1886080166646862,0,0.6866666666666666
695c39e7ce90b13220851e5d,2025,4,4.512898953085321,4.828293297508242,4.392745035613894,3,Administration,Team Lead,0.9025797906170642,0.9656586595016484,0.8785490071227787,4.168882589156182,0.3440163639291391,4.855012810726151,-0.0267195132179081,4.13803939735571,0.2547056382581836,0,0.25333333333333335
695c39e7ce90b13220851e5e,2025,4,3.532334971011954,3.034820201250551,3.010426843404831,3,Administration,Senior Executive,0.7064669942023908,0.6069640402501102,0.6020853686809662,3.4291470656049787,0.1031879054069753,1.7524317631257376,1.2823884381248136,1.8903554567627767,1.1200713866420544,0,0.10333333333333333
695c39e7ce90b13220851e5f,2025,4,2.3811039890298336,4.162502648832833,2.715471902510957,3,Human Resources,Associate,0.4762207978059667,0.8325005297665665,0.5430943805021915,2.6684183885198816,-0.287314399490048,2.8172332221196097,1.345269426713223,2.989589215755136,-0.2741173132441785,0,0.15
695c39e7ce90b13220851e61,2025,4,2.562974607875604,2.566246280139144,3.073588996620426,3,Information Technology,Senior UI/UX Designer,0.5125949215751208,0.5132492560278288,0.6147177993240852,2.6737315295724,-0.1107569216967956,3.010196306065804,-0.44395002592666,3.0488592192940573,0.0247297773263688,0,0.18666666666666668
695c39e7ce90b13220851e62,2025,4,2.8227392665709057,3.04625388885175,2.166898673343411,3,Information Technology,Associate Software Engineer,0.5645478533141811,0.60925077777035,0.4333797346686822,3.655163129845495,-0.8324238632745895,4.356030109734303,-1.309776220882553,4.425826661662476,-2.2589279883190647,0,0.46
695c39e7ce90b13220851e64,2025,4,1.8181958829654608,1.309544208505566,1.7031945903979566,3,Information Technology,QA Lead,0.3636391765930922,0.2619088417011131,0.3406389180795913,3.240682044594956,-1.4224861616294946,1.8527014112386744,-0.5431572027331086,1.784191914099487,-0.0809973237015304,0,0.49333333333333335
695c39e7ce90b13220851e65,2025,4,3.3156831233555235,3.6811920821456985,3.853334964632336,3,Information Technology,Software Engineer,0.6631366246711047,0.7362384164291397,0.7706669929264671,2.7471693843105607,0.5685137390449628,2.9683844990568677,0.7128075830888312,2.9512302073217462,0.9021047573105894,0,0.21666666666666667
695c39e7ce90b13220851e66,2025,4,3.454534231214108,2.74088663697731,2.9718967034289534,3,Human Resources,Manager,0.6909068462428216,0.548177327395462,0.5943793406857907,2.9238081698577103,0.5307260613563978,2.416909853863426,0.323976783113884,2.9056782777364547,0.0662184256924987,0,0.09333333333333334
695c39e7ce90b13220851e67,2025,4,4.655099124946039,4.498326166344214,3.561982145436782,3,Administration,Senior Executive,0.931019824989208,0.8996652332688427,0.7123964290873565,4.227969007640357,0.4271301173056825,4.419688775478732,0.0786373908654818,4.214689887598862,-0.6527077421620797,0,0.23666666666666666
695c39e7ce90b13220851e69,2025,4,2.5712759307897706,3.4039503880694024,2.9079696234141807,3,Administration,Senior Manager,0.5142551861579541,0.6807900776138804,0.5815939246828361,4.416616571875467,-1.8453406410856967,3.4983778309799214,-0.0944274429105189,4.008851899584248,-1.1008822761700672,0,0.2733333333333333
695c39e7ce90b13220851e6b,2025,4,4.686267327024471,4.504383510194733,4.295040590532122,3,Information Technology,Project Manager,0.937253465404894,0.9008767020389468,0.8590081181064244,3.5966442553331968,1.0896230716912738,3.0552637772714664,1.449119732923267,3.2424765886101925,1.0525640019219296,0,0.06
695c39e7ce90b13220851e6c,2025,4,2.04829681188284,1.6691830424921097,3.5309722329872155,3,Information Technology,Associate UI/UX Designer,0.4096593623765679,0.3338366084984219,0.7061944465974431,2.8713356016595486,-0.8230387897767089,3.186456635083183,-1.5172735925910734,3.4509080788452704,0.0800641541419451,0,0.36
695c39e7ce90b13220851e6e,2025,4,2.8123421803360946,3.0570401508170555,4.087868767747832,3,Administration,Senior Manager,0.562468436067219,0.611408030163411,0.8175737535495664,3.1034045257225813,-0.2910623453864867,2.968571207441226,0.0884689433758296,2.3193004206367984,1.7685683471110334,0,0.07666666666666666
695c39e7ce90b13220851e6f,2025,4,3.051647240828799,3.576403745540701,3.013699028591491,3,Administration,Senior Manager,0.6103294481657598,0.7152807491081402,0.6027398057182982,2.8992031107447342,0.1524441300840648,3.063007690649098,0.513396054891603,2.5482611592658038,0.4654378693256875,0,0.16
695c39e7ce90b13220851e70,2025,4,2.2107233375738256,2.5696021914196163,3.0878691713718647,3,Human Resources,Team Lead,0.4421446675147651,0.5139204382839233,0.617573834274373,2.837202393954924,-0.6264790563810982,2.56875190274877,0.0008502886708461,2.481910743326967,0.6059584280448975,0,0.10666666666666667
695c39e7ce90b13220851e71,2025,4,3.5941732320042785,2.9102578015443616,3.420616171207301,3,Human Resources,Senior Manager,0.7188346464008557,0.5820515603088723,0.6841232342414603,3.367707476908434,0.2264657550958446,3.610563388522356,-0.7003055869779944,4.127845169910663,-0.707228998703362,0,0.11
695c39e7ce90b13220851e75,2025,4,2.392828713723573,2.1291088929764745,3.527830053337277,3,Administration,Assistant Manager,0.4785657427447146,0.4258217785952949,0.7055660106674554,3.1653498515173744,-0.7725211377938015,2.4054378915799,-0.2763289986034252,2.9366796968798985,0.5911503564573786,0,0.13666666666666666
695c39e7ce90b13220851e76,2025,4,2.5873368494719053,2.24489567104613,3.1045135200876617,3,Information Technology,UI/UX Lead,0.517467369894381,0.4489791342092259,0.6209027040175323,3.0486092579046717,-0.4612724084327659,2.139084112429899,0.1058115586162307,3.469599096085485,-0.3650855759978233,0,0.15666666666666668
695c39e7ce90b13220851e77,2025,4,2.6928650833305228,2.407870593681696,2.897371759189203,3,Human Resources,Associate,0.5385730166661046,0.4815741187363391,0.5794743518378407,1.486124452309901,1.2067406310206217,3.0430659569045018,-0.635195363222806,2.73292736600942,0.1644443931797834,0,0.12666666666666668
695c39e7ce90b13220851e78,2025,4,2.335895382709373,2.4256955495919543,2.442173559932214,3,Human Resources,Senior Manager,0.4671790765418745,0.4851391099183909,0.4884347119864428,1.766246945562243,0.56964843714713,1.7394812276947578,0.6862143218971966,1.7013686316252317,0.7408049283069822,0,0.03333333333333333
695c39e7ce90b13220851e79,2025,4,3.7498011774522286,3.0306816355003727,2.6582911149604653,3,Administration,Assistant General Manager,0.7499602354904458,0.6061363271000746,0.5316582229920931,3.677373062592282,0.0724281148599468,4.336504785184046,-1.3058231496836736,3.85608682812124,-1.1977957131607746,0,0.20333333333333334
695c39e7ce90b13220851e7a,2025,4,3.084631282388794,2.620112269480288,3.692911831024373,3,Administration,Senior Executive,0.6169262564777588,0.5240224538960575,0.7385823662048747,3.0177806547333663,0.0668506276554277,1.5353834212129365,1.0847288482673514,1.7297453017397255,1.963166529284648,0,0.04666666666666667
695c39e7ce90b13220851e7c,2025,4,2.618734471876901,3.162677074610702,4.21839549933127,3,Human Resources,Senior Manager,0.5237468943753802,0.6325354149221404,0.843679099866254,3.5992024457153287,-0.9804679738384277,3.281718726055629,-0.1190416514449275,3.286888686116319,0.9315068132149508,0,0.14333333333333334
695c39e7ce90b13220851e7d,2025,4,3.9450324797587033,4.33477342355157,2.6753660765780114,3,Information Technology,UI/UX Lead,0.7890064959517407,0.866954684710314,0.5350732153156023,2.3272298530213456,1.6178026267373578,2.736741131191467,1.5980322923601031,3.804285649666536,-1.1289195730885244,0,0.06333333333333334
695c39e7ce90b13220851e7e,2025,4,1.6943581683475224,1.303514663669658,1.5962993203743907,3,Administration,Senior Executive,0.3388716336695044,0.2607029327339316,0.3192598640748781,3.8773919122165488,-2.1830337438690264,4.810474948317383,-3.506960284647725,4.204381795533731,-2.6080824751593403,0,0.89
695c39e7ce90b13220851e7f,2025,4,1.5877419162109738,1.6480150594537577,1.8956417407215824,3,Administration,Assistant General Manager,0.3175483832421947,0.3296030118907515,0.3791283481443165,4.004604338788765,-2.4168624225777906,3.0586510721972724,-1.410636012743515,2.992479018535997,-1.0968372778144149,0,0.9333333333333333
695c39e7ce90b13220851e81,2025,4,3.336402826187979,2.8235926849002926,3.972977938986658,3,Information Technology,Associate UI/UX Designer,0.6672805652375958,0.5647185369800585,0.7945955877973316,3.008490904147546,0.3279119220404332,3.031081420726281,-0.2074887358259882,1.6068404923213624,2.366137446665296,0,0.14
695c39e7ce90b13220851e82,2025,4,1.6911067120622778,1.6861007399372503,1.0,3,Human Resources,General Manager,0.3382213424124555,0.3372201479874501,0.2,1.553856091506301,0.1372506205559764,3.5109758008954977,-1.8248750609582471,4.070926216523578,-3.070926216523578,0,0.37666666666666665
695c39e7ce90b13220851e83,2025,4,2.6092757251746272,2.333569599641126,2.918305887321431,3,Administration,Senior Executive,0.5218551450349255,0.4667139199282252,0.5836611774642863,2.6904027794219347,-0.0811270542473074,3.343557495188957,-1.0099878955478316,3.59511735642434,-0.6768114691029088,0,0.19
695c39e7ce90b13220851e84,2025,4,2.5814352951172754,2.8882090445053707,2.019906436468712,3,Administration,Team Lead,0.5162870590234551,0.5776418089010742,0.4039812872937423,3.651203206799963,-1.0697679116826877,2.847633922128625,0.0405751223767456,2.332050551801536,-0.3121441153328246,0,0.34
695c39e7ce90b13220851e86,2025,4,4.171828682205429,4.55909332790335,2.846205301075275,3,Information Technology,Architect,0.8343657364410857,0.91181866558067,0.5692410602150549,4.399948503901194,-0.2281198216957651,3.0896212532893577,1.469472074613992,2.6764701277034573,0.1697351733718175,0,0.14333333333333334
695c39e7ce90b13220851e89,2025,4,2.321200189988749,4.284499738606922,4.943384359946927,3,Administration,Senior Executive,0.4642400379977497,0.8568999477213843,0.9886768719893856,2.609922700253676,-0.2887225102649271,3.015379927225976,1.2691198113809463,3.2425392466104284,1.700845113336499,0,0.2
695c39e7ce90b13220851e8a,2025,4,1.4997672142474148,1.0,1.7233077970663373,3,Human Resources,Executive,0.2999534428494829,0.2,0.3446615594132675,3.2031127539503936,-1.7033455397029789,1.537934313564599,-0.5379343135645991,1.5983062442967555,0.1250015527695815,0,0.51
695c39e7ce90b13220851e8c,2025,4,4.671197863855365,2.147085339024094,2.98799922099382,3,Human Resources,Executive,0.9342395727710732,0.4294170678048187,0.597599844198764,3.2424467795047067,1.4287510843506586,1.972141774733681,0.1749435642904129,1.960897123586524,1.0271020974072962,0,0.04666666666666667
695c39e7ce90b13220851e8d,2025,4,4.379849883572206,3.202208237381497,4.339670324344512,3,Administration,Senior Manager,0.8759699767144411,0.6404416474762994,0.8679340648689025,2.160518212821784,2.219331670750422,2.890476817910394,0.3117314194711027,2.748912085155649,1.5907582391888626,0,0.12333333333333334
695c39e7ce90b13220851e8e,2025,4,3.595115496114861,3.7362466078508265,4.063700812958419,3,Administration,Assistant General Manager,0.7190230992229723,0.7472493215701653,0.8127401625916837,2.803184651565632,0.7919308445492295,2.649938907810026,1.0863077000408006,3.335950924157824,0.7277498888005951,0,0.11333333333333333
695c39e7ce90b13220851e8f,2025,4,3.5877316507365915,3.415758673327917,4.579051215085336,3,Information Technology,Architect,0.7175463301473183,0.6831517346655833,0.9158102430170671,4.327935867388248,-0.7402042166516569,2.710179953894425,0.7055787194334919,3.225438089771564,1.353613125313772,0,0.29333333333333333
695c39e7ce90b13220851e90,2025,4,3.260824387379229,2.659430931900673,3.040089590376471,3,Human Resources,General Manager,0.652164877475846,0.5318861863801347,0.6080179180752942,2.4016381782892355,0.859186209089994,2.8023671772000025,-0.142936245299329,2.6588122380574872,0.3812773523189836,0,0.09333333333333334
695c39e7ce90b13220851e91,2025,4,3.1117312768794863,2.6238660474735105,2.657470929206287,3,Human Resources,Assistant General Manager,0.6223462553758973,0.5247732094947021,0.5314941858412574,2.9025769224955,0.2091543543839868,2.3623835869472667,0.2614824605262438,2.856659916080174,-0.1991889868738869,0,0.08333333333333333
695c39e7ce90b13220851e97,2025,4,2.4697870884977418,3.217418231817448,3.0093802537210808,3,Administration,Senior Manager,0.4939574176995484,0.6434836463634896,0.6018760507442161,3.309647533191034,-0.8398604446932922,5.0,-1.7825817681825518,5.0,-1.9906197462789192,0,0.21
695c39e7ce90b13220851e9b,2025,4,1.7950962562601216,2.282455481405836,2.63356870639915,3,Administration,Senior Manager,0.3590192512520243,0.4564910962811672,0.5267137412798302,2.583027366025078,-0.7879311097649566,2.544327494902289,-0.2618720134964527,2.495999400086966,0.1375693063121845,0,0.31
695c39e7ce90b13220851e9d,2025,4,2.7645791785733875,3.1623331289576275,3.4135621167333143,3,Human Resources,Team Lead,0.5529158357146775,0.6324666257915255,0.6827124233466628,2.586913465235671,0.1776657133377166,1.7316461495198068,1.4306869794378207,3.2055772077385183,0.207984908994796,0,0.07666666666666666
695c39e7ce90b13220851e9f,2025,4,4.254020654777761,4.212234807846912,3.6244924843488686,3,Human Resources,Senior Manager,0.8508041309555521,0.8424469615693824,0.7248984968697737,3.060310233927332,1.1937104208504286,3.4357535933249683,0.7764812145219433,3.1389158748764725,0.4855766094723961,0,0.06333333333333334
695c39e7ce90b13220851ea3,2025,4,2.7817795614751315,2.749462669284064,2.5916158059835768,3,Administration,Team Lead,0.5563559122950263,0.5498925338568128,0.5183231611967154,1.648094717721964,1.1336848437531677,1.0213269752601262,1.728135694023938,1.52564355771917,1.0659722482644067,0,0.023333333333333334
